epoch	loss	lr	cor
85	tensor(1.9556, device='cuda:0')	0.001	0.2964533924655666
86	tensor(1.9640, device='cuda:0')	0.001	0.2899955115832976
87	tensor(1.9531, device='cuda:0')	0.001	0.2984157650023558
88	tensor(1.9632, device='cuda:0')	0.001	0.29091476086475515
89	tensor(1.9564, device='cuda:0')	0.001	0.2958219671171431
90	tensor(1.9531, device='cuda:0')	0.001	0.298399716866965
91	tensor(1.9528, device='cuda:0')	0.001	0.29867668315418067
92	tensor(1.9469, device='cuda:0')	0.001	0.3034192008922692
93	tensor(1.9499, device='cuda:0')	0.001	0.30098277872414564
94	tensor(1.9610, device='cuda:0')	0.001	0.2924301097216311
95	tensor(1.9456, device='cuda:0')	0.001	0.30420281333423094
96	tensor(1.9531, device='cuda:0')	0.001	0.2985444667237528
97	tensor(1.9572, device='cuda:0')	0.001	0.29514536014511294
98	tensor(1.9558, device='cuda:0')	0.001	0.29625419197797453
99	tensor(1.9500, device='cuda:0')	0.001	0.3009778686913464
100	tensor(1.9513, device='cuda:0')	0.001	0.2997718957463381
101	tensor(1.9514, device='cuda:0')	0.001	0.29967910824213256
102	tensor(1.9494, device='cuda:0')	0.001	0.3012662951166392
103	tensor(1.9461, device='cuda:0')	0.001	0.30386995786498333
104	tensor(1.9434, device='cuda:0')	0.001	0.3058786810013608
105	tensor(1.9522, device='cuda:0')	0.001	0.2991492885556814
106	tensor(1.9483, device='cuda:0')	0.001	0.3022772153378148
107	tensor(1.9456, device='cuda:0')	0.001	0.304251627502121
108	tensor(1.9611, device='cuda:0')	0.001	0.2926359794190266
109	tensor(1.9454, device='cuda:0')	0.001	0.3045777811427109
110	tensor(1.9415, device='cuda:0')	0.001	0.30733039129428485
111	tensor(1.9432, device='cuda:0')	0.001	0.3061969877556595
112	tensor(1.9432, device='cuda:0')	0.001	0.3061122462708734
113	tensor(1.9419, device='cuda:0')	0.001	0.3070946266636556
114	tensor(1.9501, device='cuda:0')	0.001	0.3007573529479933
115	tensor(1.9468, device='cuda:0')	0.001	0.3035376061216343
116	tensor(1.9424, device='cuda:0')	0.001	0.3065774452131402
117	tensor(1.9424, device='cuda:0')	0.001	0.3066880204346291
118	tensor(1.9436, device='cuda:0')	0.001	0.30600880147673176
119	tensor(1.9447, device='cuda:0')	0.001	0.30490087088607304
120	tensor(1.9386, device='cuda:0')	0.001	0.3095538643491533
121	tensor(1.9400, device='cuda:0')	0.001	0.3085436050891006
122	tensor(1.9426, device='cuda:0')	0.001	0.30681776342677397
123	tensor(1.9465, device='cuda:0')	0.001	0.30351854362920666
124	tensor(1.9361, device='cuda:0')	0.001	0.3114392690027726
125	tensor(1.9361, device='cuda:0')	0.001	0.3114284425474376
126	tensor(1.9393, device='cuda:0')	0.001	0.30895338097099045
127	tensor(1.9396, device='cuda:0')	0.001	0.3087094048319997
128	tensor(1.9385, device='cuda:0')	0.001	0.30957390420359543
129	tensor(1.9366, device='cuda:0')	0.001	0.31105119306290524
130	tensor(1.9400, device='cuda:0')	0.001	0.30857656228270247
131	tensor(1.9365, device='cuda:0')	0.001	0.3111485469281591
132	tensor(1.9361, device='cuda:0')	0.001	0.31141523674985055
133	tensor(1.9329, device='cuda:0')	0.001	0.31388669074485187
134	tensor(1.9305, device='cuda:0')	0.001	0.31560682861984846
135	tensor(1.9475, device='cuda:0')	0.001	0.303339612294406
136	tensor(1.9374, device='cuda:0')	0.001	0.31060886533844917
